mtime,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
3048,4963,23261,26891,5074,10428,32109,1447,8987,38948,9856,22230,40366,35953,9411,7459,38318,47973,38140,20978,8070,18125,8091,11943,36317,1120,29217,24189,25339,20177,28833
3049,17833,29183,21079,9239,1292,43778,46160,3659,5819,30516,27419,40375,38136,14714,6265,42828,16411,1957,36553,14944,39684,6882,1051,37655,11355,36128,23713,20338,10750,25066
3050,17381,15942,6121,23622,35286,40199,30283,41332,39777,48678,13430,7428,11514,31587,15215,35552,21303,11341,2309,46907,2778,46410,40241,45879,31636,36163,7549,36158,8054,46627
3051,10930,44046,26229,10218,32575,33648,16577,31350,3106,30082,14550,16321,42090,8302,35923,27227,16377,41991,40017,30948,8630,21139,41478,5903,38063,6535,28886,15976,12740,32485
3052,44168,13694,3570,8776,13313,26811,15247,37392,6030,17004,29866,33704,39923,15867,31516,23938,2761,4709,16305,35118,10285,24328,4131,9694,14940,7174,3416,40466,36467,28579
3053,45252,9991,48368,27498,23618,21765,13847,38750,35896,25465,20130,22957,48389,7608,24710,4498,14863,11469,14983,39605,32451,1173,46228,29940,10090,38252,7310,40864,9262,41121
3054,27496,13141,30274,45001,32491,3124,11084,44255,15368,42707,47986,23859,37813,9350,7997,26639,21608,49902,46872,10646,30910,35770,42366,37536,20192,37788,43774,20487,2804,48030
3055,9742,48781,7400,31220,36472,23545,23273,14014,21857,1270,35132,20720,4431,26797,41287,45073,14362,49384,26101,15317,14967,1286,18072,33741,37463,12514,48373,8872,11294,20008
3056,28790,8336,30294,37285,5000,37193,13214,11209,15758,23034,36922,23270,2906,41210,16843,18398,2049,47802,28946,36276,33852,28336,3113,14332,23428,25211,15519,39615,13674,6461
3057,9886,7627,39230,6680,40453,16448,9393,22440,42736,13254,41411,46670,49013,23133,46213,8030,6950,3815,31336,10714,49133,24999,46130,32773,26350,42661,49752,43451,7293,22430
3058,24668,40611,40125,9481,18200,19138,41581,22146,10217,2176,7263,26913,2949,44642,46295,36053,32591,48765,42017,13795,42808,33268,25208,48767,21027,46974,47900,1053,11167,5323
3059,21749,8111,19943,7295,17684,9528,16539,35611,14807,7769,1274,22961,43910,33885,17931,16163,12402,9566,26593,34638,10211,17546,16518,17572,17639,43946,7118,48653,25898,18686
3060,25051,24305,48242,47744,20499,19753,48361,2782,45927,44926,1811,20011,36546,47292,15625,40898,2324,8703,20252,33299,6551,37962,49844,24340,6060,34276,14118,41799,3098,3844
3061,45307,6893,26880,27234,11949,25237,7371,22042,34537,43010,4213,46203,14293,27148,30371,13600,16269,2069,33682,26502,49466,41967,23182,14456,5901,35238,11347,24618,41978,35627
3062,37650,18243,43618,31856,16203,49254,45441,16657,9192,5856,31448,36442,6526,9473,16484,47212,36846,9012,29132,1541,44746,37741,16024,43824,15281,48731,23082,49373,44234,13100
3063,28346,4145,45747,38116,29868,48740,45174,1116,47354,36316,48183,48699,21267,30387,27610,3973,22389,44426,41749,28328,40050,11010,33285,1474,10119,4631,4382,36851,41434,8094
3064,3740,4153,44532,9431,17258,36687,49363,38221,14983,41904,14919,4740,40192,20076,43328,41140,1409,30501,2234,22286,7330,35616,47532,34185,30652,1992,33638,4591,37349,42925
3065,27261,8240,9596,4944,38675,23539,38395,39978,45787,47181,49598,4658,47121,9603,30274,13980,49992,33075,26710,11525,9362,32144,44458,49851,2807,14966,22951,43634,43172,6579
3066,35471,13627,20972,34874,14959,42458,37272,18266,32996,47538,14727,14090,31915,44410,20183,22541,4787,19417,32725,47228,40292,7044,30721,21858,10066,32056,32245,33518,8279,6999
3067,20030,7498,16124,15216,46356,23960,29837,32349,18528,27390,43016,15404,31558,36904,41466,31305,16004,23290,24945,46068,49362,20133,23932,3090,42836,9797,3624,49350,43644,2867
3068,35829,10050,21404,14732,4945,10615,4340,34227,46456,13970,24518,18532,37966,15834,22460,29737,38613,8295,25493,17983,40467,47753,28798,20446,23778,12372,18651,2748,27369,14755
3069,43854,23959,35532,20790,7720,9400,33346,10671,28213,6619,41505,7154,22359,20102,29426,21651,31374,28176,12608,31652,44126,13401,17230,28649,4059,35617,35793,13897,11311,49543
3070,13210,12187,7398,30559,10427,28816,24559,35142,36221,46237,10347,11343,4359,35565,7061,14258,11464,45524,33430,37522,44074,2910,5608,41535,45723,2926,19471,29339,46510,17253
3071,19046,17179,37017,48585,34168,40920,12786,24380,41462,45244,42916,24622,36240,9708,12872,12703,13746,40019,10843,3116,24667,8242,17272,5519,16144,19579,13426,36672,27924,36878
3072,1899,47796,38441,49913,31288,20108,2054,21020,6303,48131,22190,10691,1443,13120,3600,25798,9413,48511,19395,3580,23595,27539,16861,27128,19607,19855,26324,29729,25821,44478
3073,33790,22321,48428,30093,3707,44897,39336,15515,31181,24508,46223,32812,9303,26072,19294,5314,27962,35930,30888,15742,43564,41795,20451,33982,13111,48108,39538,34313,26455,40742
3074,12685,28718,48471,29849,36716,18392,34952,39491,31141,47474,31983,13893,23417,8749,26441,14446,11571,28468,42581,3337,48008,8371,7023,26048,18305,14095,20332,6742,4178,23769
3075,42228,24155,15531,26669,2524,31421,41119,13107,40015,21444,23837,5852,12958,48041,26508,6245,29933,14309,8329,37242,34444,4236,49151,46424,1728,40705,48746,28305,24328,22914
3076,8539,3006,28246,12344,43626,31484,29547,37340,27137,27100,23026,48142,32484,17198,17166,24397,23959,36980,5606,6923,34845,24339,45775,43609,31556,39428,30491,22612,2559,43625
3077,21594,34410,10025,33321,19222,46760,10755,41603,7231,44192,38188,24015,13358,12715,3646,21300,16667,24384,22608,30958,16922,45010,11898,21994,37127,35808,41242,45658,35203,32630
3078,27238,40945,44835,48273,41721,42539,10798,14004,20810,16343,38159,43080,38895,33533,32024,4590,38374,33911,42154,25128,42151,4907,25969,43749,14396,37204,2125,25348,38072,33033
3079,42235,7565,48189,20987,13554,23301,49051,25391,27141,11056,44579,26375,14385,48647,26577,42266,24522,43084,16808,4547,3052,44041,34963,25315,38695,21072,43540,27830,10233,18198
3080,42250,36192,34930,14414,14179,40261,49161,16271,32060,37861,9938,40658,15424,32279,20211,30951,36752,36399,42312,21821,6268,6569,40159,48130,34195,19458,1990,11778,26873,20241
3081,22666,47071,29279,3917,29606,35493,3642,45239,44123,10186,3881,41577,48458,3659,12792,48288,40763,30200,43294,15020,28366,18906,23287,21608,6481,6397,24321,8880,18559,34358
3082,10498,32465,15037,40128,47911,23057,20623,12302,41716,45526,24855,16496,28213,31086,27014,42064,46430,40419,21054,28603,18335,6585,49398,40231,12269,19326,48326,44840,41688,15104
3083,22606,4029,12015,20277,43371,7823,29521,39660,37073,33435,33614,7336,11200,39171,24922,29292,5813,27509,11062,32855,26957,20356,34047,1088,39000,43922,48951,14956,44713,18005
3084,35534,38638,28980,40755,22119,42328,49901,20035,16086,25044,23254,6252,49796,12448,37073,4205,14886,2318,18839,1822,29330,13678,6277,30781,41564,20150,42588,39142,8300,18385
3085,4762,31181,35591,38881,36531,32658,34265,25094,28633,33811,39356,12582,38489,28002,31138,28533,13004,40090,6202,5879,45983,43660,45651,44748,1721,37058,11826,31310,47780,31346
3086,40704,5670,2950,30329,18934,40123,42115,8791,7137,10835,49618,7406,34945,26819,16884,38112,48065,1922,4209,42312,18544,3813,31704,23289,5282,40228,12492,4695,7485,46358
3087,31689,42047,43936,45046,22076,5607,32642,8115,44100,7211,6984,47842,21976,38493,31901,19980,5618,29796,11204,40053,8912,38205,10382,1355,12174,49371,48595,13933,44626,40807
3088,7606,44794,49155,33885,22937,44802,19893,17194,46491,20757,6414,12728,43883,2608,31471,10939,21356,8328,27252,37112,16985,5713,27089,19212,3483,28363,40249,48684,10584,9426
3089,10114,13123,9009,12665,14849,16419,30678,48350,25827,34796,27171,23251,9648,33387,30444,26165,46484,42194,5718,19912,29184,17146,9848,25638,47216,5362,26557,21756,49109,3215
3090,16169,32693,6601,4821,5281,11078,32804,24010,12641,29763,35614,1346,4080,35836,49887,16517,42854,33723,47751,42485,11628,1884,42860,47497,2566,19975,12559,27837,28588,24424
3091,14131,1193,42660,3033,46430,31513,47545,24908,20503,45958,24751,44023,15639,45059,31774,49020,35377,44766,49064,1603,9133,24911,17971,19366,11340,11545,24937,26623,35978,26771
3092,24485,19396,44613,49156,5710,25475,21765,13741,20968,28062,36513,12685,43504,36350,2706,11631,1735,48131,21726,13540,13873,24518,33573,12410,5843,30186,32963,49444,18567,20371
3093,24008,45579,5952,10168,21485,31709,26978,46756,27488,23885,37561,7130,48159,8032,40488,45255,8371,14810,43173,28603,43956,3671,46460,21610,19116,29790,11213,49581,9970,13163
3094,6361,15492,45565,23656,13805,21647,24919,45260,48592,6058,47764,38563,33405,39882,14801,29444,3167,34619,18746,38888,49447,47533,31700,46913,8988,49848,23377,26332,24601,11742
3095,19973,46325,35699,31265,18755,2691,7759,16656,26860,37808,31610,27598,12474,40168,41164,4069,23569,10040,2304,21393,36445,18250,8326,34213,18977,28058,48361,19987,9526,34712
3096,41689,1962,21100,48441,34025,47435,6605,37873,40003,39751,7843,33159,22843,44288,31841,9326,38033,17593,42038,15831,24653,10025,4893,14375,46673,2853,12055,28080,6141,9935
3097,16800,32805,16299,2435,28198,36937,5406,39027,41105,30945,8295,25270,12450,47339,26600,11606,26543,7833,40597,42957,44027,31763,3966,4764,17653,3548,41934,42378,27144,37347
3098,39666,11579,14321,16515,29964,23312,29692,6843,42780,7329,15136,45674,14077,17762,7436,10305,39704,48716,34984,37240,21312,23764,29393,47950,45898,2735,49851,33930,29141,15020
3099,28857,27459,7014,40544,1694,13046,31532,49421,30854,26900,48739,12855,7434,37969,41041,14360,16627,30696,12105,44824,10024,26944,29115,43083,17009,39936,16020,18980,40896,12002
3100,44860,48545,13889,49281,7872,16725,36048,33437,24690,11478,6447,40716,31642,22619,22511,19536,21578,25235,18061,35488,19993,15379,48757,29983,16643,7326,21679,30786,44386,11240
3101,9630,38632,13487,18386,37479,37062,40514,31152,14711,18240,39576,35858,5815,21175,35670,36300,21767,41521,11844,4769,9364,17035,21112,5222,23002,49677,18356,15373,37970,23052
3102,21461,23439,3827,16758,47722,26193,24434,24277,32838,35801,22458,14575,7308,49065,26913,27065,14644,18606,6000,9178,9048,4964,25060,38718,16056,15109,43677,23152,49749,34829
3103,29978,44299,45258,39920,3521,6766,4511,38088,23931,42455,13924,39090,4860,15635,38306,40423,49937,31621,2343,39813,22316,11406,48855,9128,17964,37615,46879,19797,22040,12110
3104,10884,31343,8410,33252,42398,4362,40417,6438,38677,20895,18775,4282,28869,41107,28112,40502,14408,33184,38725,8850,28764,26215,45405,16432,38808,9365,10844,27924,9556,31671
3105,11585,29504,34915,12252,13613,32736,40337,49613,34563,8167,48280,35443,2896,29047,42539,23950,31433,43973,19381,29385,41486,49382,4964,22682,28123,23268,3922,37293,35507,18981
3106,18915,43961,41401,13875,28605,47902,38068,46748,27209,24034,8792,4317,32215,5541,25615,40435,16024,22810,12258,19088,13570,27279,11574,44687,12699,17189,40959,8482,21883,9680
3107,22955,48346,33305,16431,36001,33012,16100,43695,34367,49035,27799,35419,14067,4930,40506,4091,9087,48316,5352,18203,49729,7698,39462,15517,4479,5439,1120,19248,2909,41510
3108,2164,5560,19213,22197,26437,33743,35342,35904,42264,5977,45227,40578,35155,22182,7439,27654,23517,48950,17303,32634,11801,8518,22181,13306,46549,2231,38349,44110,47144,17332
3109,9727,22917,14257,15405,37223,30442,7011,42173,14260,9494,25893,12150,18127,16937,3314,49485,14714,48813,29907,9407,30967,22105,7907,24709,33554,34447,39274,47217,22088,35923
3110,40157,11435,14938,16309,13107,1281,34318,1799,19104,31720,1183,5402,2329,17491,48237,40378,29563,41679,11530,47545,46259,19105,22467,41513,34296,6429,13765,8529,1574,17482
3111,35340,10040,47114,21951,38717,49115,12163,10762,18575,5004,32774,2143,34234,16532,15443,40448,3525,2137,25666,14216,11653,29111,42160,12058,44144,41004,17175,37867,18175,10634
3112,41412,28204,39544,8984,43258,7279,23274,46593,1850,40246,44005,37180,17147,29675,25362,30765,41840,31707,49971,49847,35179,21921,11110,39199,5894,40929,11639,16721,22165,31468
3113,28907,38799,33075,41385,12285,14940,17744,2739,32994,10084,6117,9945,27949,44096,28826,15804,16205,46335,9166,17741,47545,28094,44946,1995,15512,12835,2407,29208,19158,40588
3114,10763,25176,22369,1160,31316,19362,19530,49643,4431,22914,38370,46859,28392,3452,45591,35933,28797,48839,19898,13457,17921,31612,6470,31059,36201,49786,49526,37472,47714,3179
3115,33803,46304,40689,7999,11818,44418,34204,27321,4585,16520,48940,17781,28200,2724,21900,24913,26107,35540,31349,9062,29757,37993,41473,22981,11360,15558,23945,3446,27347,27411
3116,43966,12036,38547,15615,24074,8682,19779,32325,28195,6902,34467,22145,32807,41391,49284,41168,17383,33067,1104,35002,6680,26192,44390,45610,28088,48391,5236,41176,34533,21602
3117,33890,5102,32885,20393,36006,18820,20120,16398,25860,27750,40592,18732,23905,5175,3236,2950,27563,10425,42670,28339,37924,10970,4035,4323,36556,16460,47094,31649,36264,31035
3118,9256,5938,12140,5188,8940,18482,4816,6222,20971,35563,15765,8331,18610,40479,23216,17949,2598,6119,14792,44219,38027,19689,11120,25142,35650,47172,12286,43721,28553,49830
3119,10011,13959,10072,19190,37886,44561,6034,46670,35891,33820,43819,46269,18188,28796,29520,19653,42951,18801,4574,33762,29355,27357,31633,36649,48883,41584,31416,23823,1575,9629
3120,48970,23389,38830,46367,26160,25423,13272,11356,32336,23088,46185,15322,27707,15723,8824,46459,18885,11962,39910,36815,21000,6663,27005,38866,42848,9081,37552,18007,15538,16972
3121,16994,6525,46320,38261,49413,44503,6354,28458,2334,3437,20886,49730,26972,13523,16144,32318,1689,38641,12880,40908,28879,13232,37927,1078,45686,38350,35602,33048,25833,30435
3122,16888,1317,34976,42054,16440,30259,37600,40580,33813,20392,49809,6833,13681,30179,5917,27936,22872,14385,2610,3393,11487,4187,45426,36369,1346,42988,17932,12937,26725,11126
3123,2898,26589,38155,28842,23446,38012,35550,11466,37106,17982,42699,24372,34582,31168,49889,33461,37118,38480,20292,44849,40139,2477,20647,11961,31353,3392,29411,39784,21018,25184
3124,22529,39042,35324,45172,40045,34404,19922,24770,19617,34288,35511,18531,10810,39093,47563,47843,27251,36712,33333,38994,13725,25835,1410,10556,13822,26937,47006,41528,11055,6518
3125,47583,4311,32593,3899,1611,21590,4795,15433,22941,15605,35768,8845,10813,28316,36439,8714,16017,1744,9343,8888,9361,1425,41847,18000,30497,5252,14007,27166,12127,8356
3126,32910,48043,7171,38759,17552,40125,18244,35841,33241,28596,41739,19463,15333,14620,1732,13658,32080,1056,20405,5695,34485,15935,28415,45360,40299,2194,35836,10742,20954,42019
3127,15542,21421,4064,31796,41675,29358,43339,35615,42937,46997,3403,42736,34040,47624,20731,9334,2088,39546,11753,9462,38911,19285,21232,22738,10137,30260,12920,48864,2924,48873
3128,11065,44524,8729,21734,28331,34987,24282,36034,33507,47889,21878,7492,24461,17752,3328,34531,11222,32925,42516,38551,17978,2413,28545,3317,40442,8870,47799,10598,37232,49661
3129,32456,45519,35001,11845,23136,9934,32351,4341,20335,41759,3910,23970,14714,5797,21714,37769,24934,1106,41911,14372,3107,18642,32801,43016,6354,17505,44298,19488,20691,19963
3130,34383,17831,49190,5091,16578,10015,39074,25013,49821,39738,24534,28818,33177,12559,16092,45808,12913,30301,14627,34618,33761,2268,1069,13935,46397,5334,39228,24213,5630,9949
3131,33729,27920,28575,27766,42273,25565,8399,42777,13680,24600,42195,10353,25114,19966,38612,40421,15205,35404,23871,21404,32213,46192,42660,18595,23060,30259,2709,36047,39965,29893
3132,3996,12798,43039,16504,14865,7204,13302,18163,28249,32636,1652,19627,30928,32746,26249,28064,41977,37130,44643,17102,10541,24122,42394,24016,30625,47688,3897,43163,19300,41593
3133,33643,28497,37833,44529,18757,13562,28536,37341,26782,36860,40713,42784,5617,33887,24851,8574,26673,40157,25699,44446,14329,26063,30289,39093,21068,1732,22350,4715,42770,7934
3134,27350,6460,46205,37744,42147,28705,48457,22573,28869,45843,13039,1543,8520,18146,33046,17415,1264,23641,32635,49243,36170,49184,4996,47877,15672,49807,16389,8303,38812,10997
3135,6564,8647,47448,9884,24802,32419,12066,19260,29425,17458,12645,37634,38374,33082,44283,38331,4574,2188,6263,27988,36796,22370,2216,28935,46020,25537,4164,9219,29285,8091
3136,34224,33456,6883,15388,9394,26733,19113,19079,10290,11942,1051,4040,16957,37665,22894,23527,25753,33091,44091,27693,4409,16204,12306,31443,39180,7096,49138,33800,43989,47467
3137,20030,25083,2852,20498,29405,15400,22893,44428,25848,49944,40074,10639,17095,32072,24717,29056,40710,18387,21007,8317,10061,20390,47121,44999,15492,28240,45312,48656,29054,47842
3138,47415,24646,47307,36569,38443,26217,40499,40927,17098,5059,36119,23003,2529,15852,41650,31179,39187,33868,47797,16055,2946,29977,46495,32235,22794,13228,48674,19087,5506,32137
3139,19378,22570,40015,18968,14084,12207,37048,16499,36159,28592,25146,3975,15172,34641,26701,5285,7783,35123,19744,31757,27396,37308,35599,43675,32041,2698,34299,22760,3668,11946
3140,1793,32041,25488,6206,47891,49850,23117,45542,7852,26655,19242,19431,31210,30663,3195,31239,27208,24972,44682,18420,37426,18335,28206,7547,41805,20903,32079,31455,33184,1660
3141,31429,31677,2722,4556,39108,18427,20182,8721,1573,33827,47480,2981,42556,10265,4077,10832,21131,14211,22452,46273,23687,22343,36601,43692,10155,49859,43439,31582,32744,47056
3142,42392,24351,42479,36433,17014,23228,22792,15512,11402,6853,25897,31658,36261,30793,36816,20411,27755,19027,33304,10410,42034,6915,37502,3946,15362,2955,23736,37435,1065,10595
3143,10697,3352,46952,19256,11618,49765,33235,6274,8695,42253,27528,17513,46093,22867,46317,3200,28264,45404,9202,19755,28131,36736,6235,9271,20023,8202,15422,12401,49649,4496
3144,33877,17924,22258,46665,48217,23671,47292,31877,15869,42892,2257,49757,36847,23831,14561,30796,20785,36952,7281,34572,23504,21891,29727,35238,42077,21899,1162,39801,46522,29968
3145,8203,12963,40169,9808,13110,16125,16235,27073,3648,4659,6268,12396,45081,5577,11847,26915,42924,31975,3116,13089,18759,26451,4032,10286,40207,42914,2439,41269,9762,7401
3146,28220,37111,11343,5989,45817,8920,31530,41596,33635,2629,17861,29378,7425,46508,35072,39926,8926,44371,47586,6428,38423,9801,29093,6097,49622,8583,25242,8805,2743,3209
3147,14595,14223,38846,20739,33972,47209,46071,38388,31680,41615,23114,44476,13662,45523,1682,8584,1142,35557,23215,3422,48578,21402,14096,34127,32540,1924,4766,32406,41923,16013
3148,1127,42836,13586,41767,17385,40690,47536,29643,4961,42098,21601,48839,27205,45037,44440,25995,46349,3260,44191,13515,23508,22419,13239,49777,37300,7990,42411,33161,20896,37709
3149,47016,5639,7030,47390,33075,44868,47879,3968,3421,18297,18946,10093,40299,10246,9332,12199,31512,24091,8732,3832,8471,38966,34243,7210,29691,43525,17001,28445,48458,3752
3150,40375,1628,40654,47130,13411,30122,27581,18263,4698,10240,14515,43658,22222,17962,49335,42997,34235,9054,42202,33163,3095,44878,8328,46434,16800,49867,41378,1931,7983,15182
3151,3281,23056,24077,15899,6477,37287,17697,17493,27706,41054,14032,25743,32368,1385,35264,45746,35211,49890,26336,39917,26200,44235,20622,39588,9847,34988,3337,27372,21933,6573
3152,30208,23454,4695,21214,33436,36760,9274,16785,42312,44844,40072,41248,16952,36285,15437,48349,38193,12647,5288,22234,35635,32671,31774,9518,34520,22353,23997,19001,7447,30500
3153,47329,21707,19885,41722,33805,29193,20920,23519,18133,3470,20258,42959,23606,35706,13880,43104,29843,30114,28873,38073,18951,46536,12797,43568,41347,12697,40482,35841,31223,25593
3154,14086,43976,6829,5274,38301,17965,13918,37747,36169,4073,41159,45108,31551,37994,37042,9920,5434,40807,18084,46441,42383,12793,16562,27201,44425,4853,13304,9771,31599,37743
3155,11502,28889,21557,38566,44047,11354,41412,27961,13165,37382,14683,29118,46595,4083,16055,21659,28285,31629,43295,21070,9422,7683,20536,43676,10778,36719,17343,18683,12750,23652
3156,12813,40198,9352,9004,28193,27378,11238,8944,7637,31685,42095,8365,20753,5816,36609,2531,32377,14116,30007,9115,45988,46561,38881,11298,30315,12723,33159,39772,12239,44541
3157,47964,12238,25856,25417,28779,34312,46349,10519,15377,16699,27742,1110,28881,7218,24392,26951,9935,14033,15376,10395,4071,14508,2858,30145,10854,44631,35475,3318,42594,11318
3158,38833,45662,15521,37015,14903,26311,17332,27866,6863,28136,42292,15072,45707,33952,14624,39132,49868,2779,8362,9579,12960,21381,37361,9242,9711,38442,22686,30180,43095,1690
3159,1954,36481,32100,42275,32480,42456,44045,5906,38362,25644,45043,36411,38805,43158,48524,8294,45246,13535,35070,19157,7991,13611,8958,37971,21952,21995,21657,39406,31979,36802
3160,13513,37627,3753,28562,12989,15336,10820,31141,4996,32628,5879,44140,23685,31164,12826,12050,39872,30309,34711,26255,12063,30582,6156,18422,23967,43296,21590,48848,46646,19008
3161,18886,7044,38007,44003,21037,35605,34538,9594,41028,1595,49064,11242,4975,8186,46629,14930,36145,44899,23714,40210,41505,6613,46013,43183,5184,16847,2826,27306,40306,22838
3162,7688,47479,17761,25780,30112,4653,16438,24921,31287,2944,3100,14748,43037,37318,46674,2333,19836,35462,11151,27598,34205,45373,28922,33413,36959,13358,39570,13313,36213,43127
3163,16135,26381,30849,8689,21446,30002,14772,14023,13097,31410,22990,43078,27737,22926,1426,2820,3020,34896,12583,7772,41996,40210,4433,4348,24749,20507,18617,9484,18397,13875
3164,18552,1983,37516,2531,1984,1802,38524,35689,44007,18033,3811,21559,47239,31264,47487,21727,19570,26617,23577,49445,22928,49539,5770,26199,47950,8501,42099,10051,49085,42742
3165,17129,37394,39066,4524,18732,8087,38086,6351,43713,7647,17378,20172,8201,42480,3635,7229,22909,5858,2829,34194,23826,27021,6900,16565,39179,36740,6392,6869,36773,7321
3166,49482,34109,16767,39946,25655,28351,4625,46044,6924,29159,28311,48093,43790,17702,24494,44892,9832,1420,47447,8401,7026,31779,19875,20692,32159,5564,7831,10352,1633,21286
3167,32285,45969,5912,26784,18115,9684,46602,46608,26258,33076,39546,40237,19435,41754,13507,22572,6435,1242,38384,23905,24491,45973,43159,3009,15773,19826,28403,42929,14627,41432
3168,39932,13544,42513,11568,6491,49312,10952,49838,13195,26651,36936,4226,48293,37744,6966,25598,27672,29523,10764,6647,26838,38956,14408,32690,11376,5617,29449,47923,35884,2052
3169,41985,13149,1836,13538,11739,11402,13311,42829,16348,15257,21464,15859,45997,27705,32712,16208,27057,26305,11787,9880,30098,33737,17181,41341,23519,41546,14348,12995,42208,25163
3170,49070,44024,13691,41427,48948,42147,2698,48889,18011,49799,27309,48996,8495,49830,47407,8444,12802,9758,8244,3264,38921,20784,4420,27146,2057,35858,20426,18985,1245,34616
3171,8298,27607,2691,8378,9867,4367,25596,12928,4598,1641,35399,4726,6696,23074,33797,35572,22589,20731,21482,17276,31114,17905,15184,24418,36366,12581,44521,46508,25228,34915
3172,47363,7584,23703,29206,19637,25895,36027,23835,17270,39601,40620,11313,11152,34307,25629,45790,25555,7265,37074,13563,31627,30592,44121,22175,20832,42231,40536,7893,26284,2516
3173,6368,14347,15519,30843,25337,9935,16493,49569,17398,42028,41418,16304,41978,10300,14756,5388,3056,49746,37140,1262,28681,11052,46499,24222,43358,46166,15854,8075,1646,40365
3174,41420,40142,30833,24343,36405,5938,29451,15580,4550,17592,25045,27213,34307,6882,26616,37573,31372,30303,13134,45368,29183,47153,28104,18720,20561,9296,19005,5647,21973,43860
3175,24217,11400,13298,37480,2276,31748,23189,7005,4775,1000,38471,28736,12024,12764,45349,44369,43001,1110,49903,34886,36541,15135,31112,4235,9087,31225,28238,15418,33699,36767
3176,24550,18917,3209,39649,17490,8973,3343,24429,34133,38517,32504,47350,38542,22049,31167,10447,3448,30889,46971,2455,4310,5145,44872,27551,43137,7166,31783,44231,11552,13101
3177,48139,38650,41155,37877,16644,5458,43757,3419,20423,33058,12220,35257,24890,27729,2400,10311,35681,30159,29819,25706,49785,3198,44288,17055,48660,46058,36122,19017,9068,16484
3178,26782,33845,44075,26885,15707,14339,47615,23128,6928,36396,10409,26928,33295,5221,41622,6084,40653,18660,27709,40076,39235,28509,40102,20255,23164,31859,23434,32908,8516,32241
3179,4286,31818,46715,32916,20709,49980,42786,38308,29264,48480,31303,11629,42496,34516,10753,38420,2493,13788,48939,32914,45219,32399,10576,1861,30723,11908,37592,48149,42421,10635
3180,34394,7510,33557,5292,32859,41561,15152,25299,35169,20636,15738,3513,2762,36103,36470,46894,34589,13200,11783,24066,34080,19087,33779,48742,19422,1266,6428,42373,36830,10595
3181,4579,41642,2650,24847,36889,33518,11864,4045,26960,15773,4614,25474,37552,15889,16903,36877,40592,39426,4441,49061,38681,43533,21034,18998,9591,3172,19037,25812,5215,35331
3182,16099,17302,13789,21516,5947,19776,32936,12106,11499,25819,14929,29691,1035,9373,39768,4786,48400,20164,29410,46597,37744,49718,33753,3551,26279,31588,43977,1746,35946,30796
3183,5567,43074,48042,36125,33124,13585,36224,19667,22877,28120,1974,8652,2932,48536,30616,13734,34586,13130,36853,13195,31859,28383,38639,39089,19818,40601,38346,23106,31619,49101
3184,44452,37203,7948,35526,26565,14654,20789,30649,10407,6439,4729,34026,46911,2855,41224,9144,36967,22070,3375,38775,10602,9523,9421,15939,20173,30222,40953,46522,29501,41722
3185,5822,13330,10962,9967,42377,35905,21478,17940,18053,26430,41821,8325,48547,33844,21561,15294,49415,2641,20084,45958,2998,22919,31152,30791,22343,30043,44914,21451,15248,49827
3186,16277,36602,20185,22564,4007,20195,12319,9054,30357,37205,21831,25933,2037,36378,33997,25458,7386,43446,14229,22189,43063,34620,6879,2569,26495,30097,47294,4048,23117,36980
3187,12895,40933,22311,16946,28647,20231,32730,44926,45558,23155,29740,19934,29284,48687,46162,34161,18016,42907,34986,29957,43514,13068,41352,3085,14205,7333,12435,39700,26942,10122
3188,46930,14577,22798,4938,37500,41190,17244,49506,31343,46632,41016,3677,8323,19890,5535,32973,31105,2611,16923,46213,44281,19306,48248,21152,25823,15028,21537,30539,45529,27217
3189,5675,32962,12288,47830,21965,5909,38506,25363,46344,25462,36630,4213,47436,11588,36580,22066,3263,2375,43886,46249,8362,15718,24245,45237,27760,7572,2623,16851,40664,14945
3190,2005,7375,13275,25841,14948,7922,21717,17705,40847,45384,43880,35505,46606,23454,41171,34504,42844,20907,49494,32242,36654,44355,17879,8765,46218,12604,18142,35150,3551,3298
3191,48409,25449,1978,37999,25667,23062,42092,42648,12479,47201,44466,28155,8517,44400,49584,21364,34814,11298,44779,19427,48282,18726,37739,46430,12887,7859,48081,40353,27225,13116
3192,42105,47051,5298,49310,16473,24473,40208,39134,40646,4209,49395,4503,37246,17323,20613,29607,18862,16311,2820,32406,6848,40051,25925,18229,9220,12730,42245,46752,25547,21175
3193,3050,13971,13546,2941,5396,13315,41930,42082,41669,31242,38931,2535,8462,27187,21823,19901,30249,11366,20638,26999,31039,37499,10522,30117,45255,34342,16102,5821,47432,25136
3194,22760,39222,48483,42317,27732,6344,34026,32035,28453,15038,36416,11706,43647,21757,39346,33535,34840,15311,31017,22599,43593,36220,22197,1916,16023,32508,24538,8169,8760,38569
3195,1016,1547,45094,8254,3967,18853,20743,36396,20426,32456,38750,5465,21479,24525,34545,30197,20882,30071,45296,14666,44693,42420,25370,49484,27717,6930,37969,30898,37597,1835
3196,28734,32829,19187,4978,30200,38446,32607,42981,14178,16914,26863,36149,2287,36060,47855,11072,19272,37722,28629,21966,36087,36977,23103,2367,38980,42730,8415,9002,27243,44403
